Tsuruoka 03.08.08 survival p + C + Ne + Fe + X-rays
   34
   8.0   1.0      5.0827e-1    3.870    150.0	X-rays/150MeVprot
   2.0    0.358e+1   0.33e+1   0.39e+1   0.28e+0
   2.74   0.180e+1   0.17e+1   0.20e+1   0.10e+0
   7.0   6.0      2.350e-1   651.54     730.0	73keV C/290
   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0
   0.21   5.630e+1   5.00e+1   6.00e+1   6.30e+0
   0.647  2.660e+1   2.33e+1   2.96e+1   3.30e+0
   0.89   1.780e+1   1.54e+1   1.93e+1   2.40e+0
   1.23   0.710e+1   0.70e+1   0.94e+1   2.00e+0
   1.54   0.510e+1   0.42e+1   0.57e+1   0.89e+0
   1.86   0.300e+1   0.26e+1   0.33e+1   0.44e+0
   5.0   6.0      2.295e-1   683.36     760.0	76keV C/290
   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0
   0.2    6.500e+1   5.48e+1   6.96e+1   1.02e+1
   0.57   3.000e+1   2.62e+1   3.21e+1   3.80e+0
   0.87   1.730e+1   1.40e+1   1.83e+1   3.30e+0
   1.16   0.730e+1   0.64e+1   0.78e+1   0.90e+0
   7.0   6.0      3.444e-1    303.47    380.0	38keV C/135
   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0
   0.38   5.480e+1   4.92e+1   5.94e+1   5.60e+0
   0.97   3.040e+1   2.63e+1   3.57e+1   4.10e+0
   1.46   1.850e+1   1.70e+1   2.01e+1   1.50e+0
   1.94   1.070e+1   0.93e+1   1.22e+1   1.43e+0
   2.91   0.350e+1   0.30e+1   0.40e+1   0.50e+0
   3.88   0.128e+1   0.11e+1   0.15e+1   0.18e+0
   7.0   6.0      2.776e-1   466.98     550.0	55keV C/135
   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0
   0.36   5.780e+1   5.78e+1   5.78e+1   0.10e+0
   0.926  3.250e+1   2.96e+1   3.62e+1   2.90e+0
   1.38   1.960e+1   1.80e+1   2.12e+1   1.60e+0
   1.85   1.080e+1   0.93e+1   1.23e+1   1.50e+0
   2.8    0.310e+1   0.27e+1   0.35e+1   0.40e+0
   3.72   0.100e+1   0.09e+1   0.17e+1   0.04e+0
   7.0   6.0      2.162e-1   769.61     840.0	84keV C/135
   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0
   0.29   4.200e+1   3.60e+1   4.60e+1   6.00e+0
   0.736  1.760e+1   1.58e+1   1.93e+1   1.80e+0
   1.12   0.740e+1   0.67e+1   0.81e+1   0.70e+0
   1.5    0.400e+1   0.37e+1   0.42e+1   0.32e+0
   2.22   0.194e+1   0.17e+1   0.20e+1   0.24e+0
   2.96   0.150e+1   0.14e+1   0.16e+1   0.13e+0
   6.0   6.0      2.061e-1   846.74     910.0	91keV C/135
   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0
   0.26   5.120e+1   4.73e+1   5.33e+1   3.90e+0
   0.512  3.480e+1   3.34e+1   3.62e+1   1.40e+0
   0.638  2.800e+1   2.66e+1   2.88e+1   1.40e+0
   1.0    1.140e+1   1.11e+1   1.79e+1   0.30e+0
   2.0    0.243e+1   0.23e+1   0.26e+1   0.09e+0
   8.0   6.0      2.021e-1   880.26     940.0	94keV C/135
   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0
   0.11   6.780e+1   6.40e+1   7.00e+1   3.80e+0
   0.23   5.330e+1   5.12e+1   5.50e+1   2.10e+0
   0.48   3.000e+1   2.80e+1   3.10e+1   2.00e+0
   0.60   2.800e+1   2.70e+1   2.90e+1   0.10e+0
   0.997  1.040e+1   1.03e+1   1.05e+1   0.10e+0
   1.46   0.400e+1   0.39e+1   0.43e+1   0.10e+0
   1.96   0.270e+1   0.24e+1   0.33e+1   0.03e+0
   5.0   6.0      1.971e-1   925.38     980.0	98keV C/135
   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0
   0.46   2.300e+1   2.06e+1   2.52e+1   2.40e+0
   0.95   0.690e+1   0.60e+1   0.77e+1   0.09e+0
   1.43   0.270e+1   0.27e+1   0.27e+1   0.01e+0
   1.94   0.200e+1   0.18e+1   0.23e+1   0.02e+0
   7.0   10.0      5.645e-1  313.76     450.0  45keV Ne/230
   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0
   0.5    5.800e+1   5.60e+1   6.10e+1   2.00e+0
   1.0    3.300e+1   3.10e+1   3.50e+1   2.00e+0
   2.0    1.240e+1   0.97e+1   1.50e+1   0.70e+0
   3.0    0.420e+1   0.40e+1   0.44e+1   0.20e+0
   4.0    0.120e+1   0.10e+1   0.15e+1   0.20e+0
   5.0    0.023e+1   0.02e+1   0.03e+1   0.01e+0
   7.0   10.0      4.825e-1   429.53    590.0  59keV Ne/230
   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0
   0.5    6.600e+1   6.10e+1   7.30e+1   5.00e+0
   1.2    2.400e+1   2.10e+1   2.70e+1   3.00e+0
   1.5    2.000e+1   1.53e+1   2.46e+1   4.70e+0
   2.5    0.550e+1   0.52e+1   0.62e+1   0.30e+0
   3.5    0.140e+1   0.12e+1   0.16e+1   0.20e+0
   4.5    0.024e+1   0.02e+1   0.03e+1   0.06e+0
   7.0   10.0      4.135e-1   584.72    770.0  77keV Ne/230
   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0
   0.5    4.700e+1   4.00e+1   5.50e+1   7.00e+0
   1.16   1.700e+1   1.40e+1   2.00e+1   3.00e+0
   1.45   1.200e+1   1.18e+1   1.25e+1   0.20e+0
   2.0    0.460e+1   0.40e+1   0.51e+1   0.60e+0
   3.0    0.100e+1   0.09e+1   0.11e+1   0.10e+0
   3.9    0.020e+1   0.01e+1   0.02e+1   0.04e+0
   4.0   10.0      3.454e-1   837.87    1050.0	 105keV Ne/230
   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0
   1.5    0.600e+1   0.52e+1   0.76e+1   0.80e+0
   2.27   0.200e+1   0.16e+1   0.24e+1   0.40e+0
   3.0    0.064e+1   0.06e+1   0.07e+1   0.08e+0
   6.0   10.0      3.023e-1   1093.60   1320.0	 132keV Ne/230
   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0
   0.7    2.500e+1   2.47e+1   2.54e+1   0.30e+0
   1.0    1.000e+1   0.89e+1   1.24e+1   0.20e+0
   1.44   0.630e+1   0.58e+1   0.70e+1   0.50e+0
   2.16   0.122e+1   0.11e+1   0.14e+1   0.12e+0
   2.9    0.044e+1   0.04e+1   0.05e+1   0.06e+0
   6.0   10.0      2.720e-1   1349.55   1580.0	 158keV Ne/230
   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0
   0.67   3.000e+1   3.00e+1   3.00e+1   0.01e+0
   1.0    1.440e+1   1.04e+1   1.77e+1   4.00e+0
   1.34   0.857e+1   0.56e+1   1.10e+1   2.98e+0
   2.0    0.224e+1   0.15e+1   0.28e+1   0.78e+0
   2.69   0.088e+1   0.06e+1   0.11e+1   0.33e+0
   7.0   10.0      2.543e-1   1542.23   1770.0  177keV Ne/230
   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0
   0.3    4.000e+1   2.80e+1   5.10e+1   1.20e+1
   0.62   1.890e+1   1.20e+1   2.47e+1   6.90e+0
   0.91   1.000e+1   0.75e+1   1.35e+1   2.50e+0
   1.22   0.530e+1   0.31e+1   0.72e+1   2.20e+0
   1.84   0.160e+1   0.10e+1   0.21e+1   0.60e+0
   2.45   0.095e+1   0.05e+1   0.13e+1   0.41e+0
   7.0   10.0      7.154e-1   195.33    300.0  30keV Ne/400
   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0
   0.5    6.300e+1   5.90e+1   6.77e+1   4.00e+0
   1.0    3.500e+1   3.20e+1   3.90e+1   3.00e+0
   2.0    1.540e+1   1.30e+1   1.80e+1   2.40e+0
   3.0    0.470e+1   0.37e+1   0.56e+1   1.00e+0
   4.0    0.160e+1   0.13e+1   0.18e+1   0.30e+0
   5.0    0.042e+1   0.03e+1   0.05e+1   0.14e+0
   6.0   10.0      5.719e-1   305.68    440.0	 44keV Ne/400
   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0
   0.98   2.860e+1   2.47e+1   3.27e+1   3.90e+0
   2.0    0.970e+1   0.71e+1   1.26e+1   2.60e+0
   3.0    0.310e+1   0.23e+1   0.36e+1   0.80e+0
   4.0    0.073e+1   0.06e+1   0.08e+1   0.10e+0
   4.9    0.017e+1   0.01e+1   0.02e+1   0.04e+0
   7.0   10.0      4.873e-1   421.11    580.0	 58keV Ne/400
   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0
   0.48   4.100e+1   3.70e+1   4.58e+1   4.00e+0
   0.98   1.990e+1   1.74e+1   2.24e+1   2.50e+0
   1.48   1.240e+1   1.01e+1   1.42e+1   2.30e+0
   1.97   0.587e+1   0.53e+1   0.65e+1   0.57e+0
   2.96   0.180e+1   0.15e+1   0.20e+1   0.30e+0
   3.96   0.037e+1   0.03e+1   0.04e+1   0.01e+0
   4.0   10.0      4.135e-1   584.72    770.0	 77keV Ne/400
   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0
   1.56   1.480e+1   1.33e+1   1.65e+1   1.50e+0
   2.34   0.526e+1   0.48e+1   0.59e+1   0.47e+0
   3.13   0.135e+1   0.08e+1   0.19e+1   0.47e+0
   5.0   10.0      3.454e-1   837.87    1050.0	 105keV Ne/400
   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0
   0.756  3.230e+1   2.53e+1   4.28e+1   7.00e+0
   1.13   2.130e+1   1.69e+1   2.67e+1   4.40e+0
   2.27   0.466e+1   0.35e+1   0.61e+1   1.16e+0
   3.0    0.189e+1   0.12e+1   0.26e+1   0.64e+0
   6.0   10.0      3.092e-1   1045.44   1270.0	 127keV Ne/400
   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0
   0.73   2.370e+1   1.88e+1   2.78e+1   4.90e+0
   1.0    1.380e+1   0.96e+1   1.70e+1   4.20e+0
   1.46   0.534e+1   0.41e+1   0.61e+1   1.24e+0
   2.2    0.165e+1   0.12e+1   0.19e+1   0.39e+0
   2.9    0.066e+1   0.05e+1   0.07e+1   0.13e+0
   7.0   10.0      2.740e-1   1329.54   1560.0	 156keV Ne/400
   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0
   0.31   5.000e+1   4.00e+1   6.00e+1   1.00e+1
   0.67   2.300e+1   1.90e+1   2.47e+1   4.00e+0
   1.0    1.650e+1   1.36e+1   1.74e+1   2.90e+0
   1.36   0.737e+1   0.63e+1   0.78e+1   1.07e+0
   2.0    0.255e+1   0.22e+1   0.27e+1   0.33e+0
   2.71   0.083e+1   0.07e+1   0.09e+1   0.10e+0
   7.0   10.0      2.485e-1   1614.38   1840.0	 184keV Ne/400
   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0
   0.359  4.290e+1   3.60e+1   4.90e+1   6.90e+0
   0.719  1.540e+1   1.19e+1   1.90e+1   3.50e+0
   1.0    0.977e+1   0.97e+1   0.98e+1   0.01e+0
   1.43   0.436e+1   0.37e+1   0.50e+1   0.66e+0
   2.16   0.177e+1   0.15e+1   0.20e+1   0.30e+0
   2.9    0.120e+1   0.01e+1   0.01e+1   0.20e+0
   7.0   26.0      7.213e-1   1298.87   2000.0	 200keV Fe/500
   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0
   0.34   4.300e+1   3.53e+1   5.56e+1   7.70e+0
   0.796  1.500e+1   1.50e+1   1.50e+1   0.01e+0
   1.19   0.700e+1   0.62e+1   0.81e+1   0.80e+0
   1.6    0.290e+1   0.24e+1   0.33e+1   0.50e+0
   2.39   0.094e+1   0.08e+1   0.11e+1   0.17e+0
   3.2    0.021e+1   0.02e+1   0.02e+1   0.01e+0
   6.0   26.0      6.184e-1   1767.23   2600.0	 260keV Fe/500
   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0
   0.796  1.800e+1   1.80e+1   1.80e+1   0.01e+0
   1.19   0.880e+1   0.81e+1   1.00e+1   0.70e+0
   1.6    0.360e+1   0.32e+1   0.43e+1   0.40e+0
   2.39   0.100e+1   0.08e+1   0.12e+1   0.20e+0
   3.2    0.037e+1   0.03e+1   0.04e+1   0.09e+0
   5.0   26.0      5.689e-1   2087.26   3000.0	 300keV Fe/500
   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0
   1.19   1.100e+1   0.72e+1   1.48e+1   3.80e+0
   1.6    0.478e+1   0.46e+1   0.48e+1   0.19e+0
   2.39   0.136e+1   0.12e+1   0.15e+1   0.14e+0
   3.2    0.053e+1   0.04e+1   0.06e+1   0.07e+0
   3.0   26.0      5.201e-1   2496.24   3500.0	 350keV Fe/500
   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0
   2.39   0.173e+1   0.14e+1   0.21e+1   0.35e+0
   3.2    0.058e+1   0.05e+1   0.07e+1   0.05e+0
   6.0   26.0      4.811e-1   2914.42   4000.0	 400keV Fe/500
   0.0    1.000e+2   1.00e+2   1.00e+2   1.00e+0
   0.796  2.330e+1   2.00e+1   2.70e+1   3.30e+0
   1.19   1.330e+1   1.26e+1   1.60e+1   0.70e+0
   1.6    0.600e+1   0.57e+1   0.71e+1   0.30e+0
   2.39   0.220e+1   0.20e+1   0.26e+1   0.20e+0
   3.2    0.100e+1   0.09e+1   0.13e+1   0.04e+0
